"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","psi","psi","g","g","g","#","°F","V","rpm","%","ms","deg","mbar","mbar","lambda","V","V","V","V","V","V","V","V","Hz","Hz","Hz","Hz","V","°F","°F","°F","°F","mph","#","g","g","deg","deg","deg/s","m","m","Unit","Unit","psi","Unit","","","Unit","%","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52",

32.910,1.537,37.168728,35.337685,3.358714,1.085180,-2.065588,4.000000,125.681572,13.274698,5615.500000,0.400000,2.870000,19.469999,969.000000,823.799988,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042150,1.674500,0.042000,128.000000,100.550003,112.400002,102.449997,13.200000,89.779999,188.599991,68.000000,68.000000,18.998425,11.000000,-0.838844,-0.440900,-0.232988,166.526001,-49.833900,293.000000,1.598500,11.798022,1.393198,44.293755,0.020509,21.248482,0.000000,114.275002,28.823193,42.064730164478,-84.238491868317,293.32
32.920,1.537,31.370422,31.370422,3.145089,1.111143,-1.750975,4.000000,125.681572,13.274643,5590.500000,0.400000,2.870000,19.450001,969.000000,825.000000,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042250,1.665500,0.042000,152.000000,100.250000,116.000000,104.750000,13.200000,89.779999,188.599991,68.000000,68.000000,18.905220,11.000000,-0.849551,-0.434017,-0.231842,166.358704,-50.665836,293.000000,1.597500,11.740141,1.393198,43.956253,0.022801,21.831987,0.000000,126.125000,27.738350,42.064729393544,-84.238491790580,293.31
32.930,1.538,27.708334,29.539377,3.015186,1.141163,-1.757823,4.000000,125.681572,13.274588,5565.500000,0.400000,2.870000,19.430000,969.000000,826.200012,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042350,1.656500,0.042000,176.000000,99.949997,119.599998,107.050003,13.200000,89.779999,188.599991,68.000000,68.000000,18.812014,11.000000,-0.860258,-0.427134,-0.230696,166.191406,-51.497768,293.000000,1.596500,11.682261,1.393198,43.618752,0.025093,22.415491,0.000000,137.975006,26.653505,42.064728663896,-84.238491641558,293.31
32.940,1.538,29.539379,34.116989,3.131680,1.097620,-1.995512,4.000000,125.681572,13.274533,5540.500000,0.400000,2.870000,19.410000,969.000000,827.400024,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042450,1.647500,0.042000,200.000000,99.650002,123.199997,109.349998,13.200000,89.779999,188.599991,68.000000,68.000000,18.718807,11.000000,-0.870965,-0.420250,-0.229550,166.024094,-52.329704,293.000000,1.595500,11.624380,1.393198,43.281254,0.027385,22.998997,0.000000,149.824997,25.568661,42.064727951943,-84.238491461985,293.31
32.950,1.538,34.116989,41.135990,3.367367,0.976200,-2.099287,4.000000,125.681572,13.274478,5512.799805,0.400000,2.871000,19.379999,969.000000,828.700012,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042550,1.638500,0.042000,224.000000,99.349998,126.800003,111.650002,13.200000,89.779999,188.599991,68.000000,68.000000,18.625603,11.000000,-0.881672,-0.413367,-0.228404,165.856796,-53.161640,293.000000,1.594500,11.566499,1.393198,42.943752,0.029678,23.582502,0.000000,161.675003,24.483818,42.064727239989,-84.238491282413,293.31
32.960,1.538,36.558380,42.661858,3.440425,0.921596,-1.931428,4.000000,125.681572,13.274424,5482.399902,0.400000,2.873000,19.340000,969.000000,830.099976,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042650,1.629500,0.042000,248.000000,99.050003,130.399994,113.949997,13.200000,89.779999,188.599991,68.000000,68.000000,18.532396,11.000000,-0.892379,-0.406484,-0.227259,165.689484,-53.993576,293.000000,1.593500,11.508618,1.393198,42.606255,0.031970,24.166008,0.000000,173.524994,23.398973,42.064726528036,-84.238491102840,293.31
32.970,1.539,34.727333,36.863556,3.329628,0.996074,-1.797346,4.000000,125.681572,13.274368,5452.000000,0.400000,2.875000,19.299999,969.000000,831.500000,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042750,1.620500,0.042000,272.000000,98.750000,134.000000,116.250000,13.200000,89.779999,188.599991,68.000000,68.000000,18.439190,11.000000,-0.903086,-0.399601,-0.226113,165.522186,-54.825508,293.000000,1.592500,11.450738,1.393198,42.268753,0.034262,24.749512,0.000000,185.375000,22.314129,42.064725816082,-84.238490923267,293.31
32.980,1.539,32.285942,32.285942,3.275590,1.055268,-1.964220,4.000000,125.681572,13.274313,5421.600098,0.400000,2.877000,19.260000,969.000000,832.900024,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042850,1.611500,0.042000,296.000000,98.449997,137.600006,118.550003,13.200000,89.779999,188.599991,68.000000,68.000000,18.345985,11.000000,-0.913793,-0.392718,-0.224967,165.354889,-55.657444,293.000000,1.591500,11.392857,1.393198,41.931252,0.036554,25.333017,0.000000,197.225006,21.229286,42.064725104129,-84.238490743695,293.31
32.990,1.539,35.642860,36.863556,3.352851,1.007189,-2.196466,4.000000,125.681572,13.274259,5391.200195,0.400000,2.879000,19.220001,969.000000,834.299988,0.508000,0.032000,0.009000,0.009000,0.009000,0.009000,0.042950,1.602500,0.042000,320.000000,98.150002,141.199997,120.849998,13.200000,89.779999,188.599991,68.000000,68.000000,18.252779,11.000000,-0.924500,-0.385835,-0.223821,165.187576,-56.489380,293.000000,1.590500,11.334976,1.393198,41.593754,0.038846,25.916523,0.000000,209.074997,20.144442,42.064724392175,-84.238490564122,293.31
33.000,1.540,38.694595,40.830818,3.359666,0.943354,-2.168202,4.000000,125.681572,13.274203,5367.799805,0.400000,2.880000,19.200001,969.000000,835.599976,0.508000,0.032200,0.009000,0.009000,0.009000,0.009000,0.042950,1.594450,0.042000,320.649994,97.550003,140.500000,121.650002,13.200000,89.779999,188.599991,68.000000,68.000000,18.168894,11.000000,-0.933837,-0.378219,-0.219524,164.902817,-57.204430,293.000000,1.590000,11.282884,1.393198,41.291878,0.038944,25.926413,0.000000,209.100006,18.868383,42.064723680222,-84.238490384549,293.31
33.010,1.540,32.591118,33.811813,3.200974,0.936821,-2.028362,4.000000,125.681572,13.274149,5351.399902,0.400000,2.880000,19.200001,969.000000,836.799988,0.508000,0.032600,0.009000,0.009000,0.009000,0.009000,0.042850,1.587350,0.042000,297.950012,96.650002,135.500000,120.949997,13.200000,89.779999,188.599991,68.000000,68.000000,18.094330,11.000000,-0.941803,-0.369870,-0.212075,164.500595,-57.802597,293.000000,1.590000,11.236579,1.393198,41.025627,0.036845,25.362688,0.000000,197.300003,17.401108,42.064722968269,-84.238490204977,293.31
33.020,1.540,29.844551,27.708334,3.085395,0.954057,-2.038036,4.000000,125.681572,13.274094,5335.000000,0.400000,2.880000,19.200001,969.000000,838.000000,0.508000,0.033000,0.009000,0.009000,0.009000,0.009000,0.042750,1.580250,0.042000,275.250000,95.750000,130.500000,120.250000,13.200000,89.779999,188.599991,68.000000,68.000000,18.019766,11.000000,-0.949770,-0.361521,-0.204627,164.098389,-58.400764,293.000000,1.590000,11.190274,1.393198,40.759377,0.034747,24.798962,0.000000,185.500000,15.933834,42.064722256315,-84.238490025404,293.31
33.030,1.540,34.116989,29.234203,3.170048,0.971288,-2.067495,4.000000,125.681572,13.274038,5318.600098,0.400000,2.880000,19.200001,969.000000,839.200012,0.508000,0.033400,0.009000,0.009000,0.009000,0.009000,0.042650,1.573150,0.042000,252.550003,94.849998,125.500000,119.550003,13.200000,89.779999,188.599991,68.000000,68.000000,17.945200,11.000000,-0.957736,-0.353172,-0.197178,163.696167,-58.998932,293.000000,1.590000,11.143970,1.393198,40.493126,0.032649,24.235237,0.000000,173.699997,14.466560,42.064721544362,-84.238489845831,293.31
33.040,1.541,34.116989,31.065248,3.311974,0.996303,-1.975948,4.000000,125.681572,13.273984,5302.200195,0.400000,2.880000,19.200001,969.000000,840.400024,0.508000,0.033800,0.009000,0.009000,0.009000,0.009000,0.042550,1.566050,0.042000,229.850006,93.949997,120.500000,118.849998,13.200000,89.779999,188.599991,68.000000,68.000000,17.870636,11.000000,-0.965703,-0.344823,-0.189730,163.293945,-59.597099,293.000000,1.590000,11.097665,1.393198,40.226875,0.030551,23.671513,0.000000,161.899994,12.999286,42.064720832408,-84.238489666259,293.31
33.050,1.541,28.623856,28.623856,3.376409,1.014696,-1.946361,4.000000,125.681572,13.273929,5274.799805,0.460000,2.881000,19.260000,969.000000,842.099976,0.508000,0.034200,0.009000,0.009000,0.009000,0.009000,0.042450,1.558950,0.042000,207.149994,93.050003,115.500000,118.150002,13.200000,89.779999,188.599991,68.000000,68.000000,17.796072,11.000000,-0.973669,-0.336474,-0.182281,162.891739,-60.195267,293.000000,1.590000,11.051361,1.393198,39.960629,0.028453,23.107786,0.000000,150.100006,11.532011,42.064720132527,-84.238489465548,293.31
33.060,1.541,27.097984,23.741072,3.391793,1.013127,-2.057748,4.000000,125.681572,13.273874,5236.399902,0.580000,2.883000,19.380001,969.000000,844.299988,0.508000,0.034600,0.009000,0.009000,0.009000,0.009000,0.042350,1.551850,0.042000,184.449997,92.150002,110.500000,117.449997,13.200000,89.779999,188.599991,68.000000,68.000000,17.721508,11.000000,-0.981636,-0.328125,-0.174833,162.489517,-60.793434,293.000000,1.590000,11.005056,1.393198,39.694378,0.026355,22.544062,0.000000,138.300003,10.064736,42.064719480935,-84.238489180287,293.31
33.070,1.541,29.539377,20.384159,3.319134,0.994865,-2.144199,4.000000,125.681572,13.273819,5198.000000,0.700000,2.885000,19.500000,969.000000,846.500000,0.508000,0.035000,0.009000,0.009000,0.009000,0.009000,0.042250,1.544750,0.042000,161.750000,91.250000,105.500000,116.750000,13.200000,89.779999,188.599991,68.000000,68.000000,17.646942,11.000000,-0.989603,-0.319776,-0.167384,162.087296,-61.391602,293.000000,1.590000,10.958752,1.393198,39.428127,0.024257,21.980337,0.000000,126.500000,8.597463,42.064718829343,-84.238488895025,293.31
33.080,1.542,29.539377,16.111721,3.168627,0.957277,-2.168442,4.000000,125.681572,13.273764,5159.600098,0.820000,2.887000,19.620001,969.000000,848.700012,0.508000,0.035400,0.009000,0.009000,0.009000,0.009000,0.042150,1.537650,0.042000,139.050003,90.349998,100.500000,116.050003,13.200000,89.779999,188.599991,68.000000,68.000000,17.572378,11.000000,-0.997569,-0.311428,-0.159936,161.685089,-61.989769,293.000000,1.590000,10.912447,1.393198,39.161877,0.022159,21.416611,0.000000,114.699997,7.130188,42.064718177751,-84.238488609764,293.31
33.090,1.542,30.454899,13.059982,3.168298,0.916912,-2.167579,4.000000,125.681572,13.273709,5121.200195,0.940000,2.889000,19.740002,969.000000,850.900024,0.508000,0.035800,0.009000,0.009000,0.009000,0.009000,0.042050,1.530550,0.042000,116.349998,89.449997,95.500000,115.349998,13.200000,89.779999,188.599991,68.000000,68.000000,17.497814,11.000000,-1.005536,-0.303079,-0.152488,161.282867,-62.587936,293.000000,1.590000,10.866142,1.393198,38.895626,0.020061,20.852886,0.000000,102.900002,5.662914,42.064717526158,-84.238488324502,293.31
33.100,1.542,29.539379,12.754808,3.366851,0.901667,-2.088272,4.000000,125.681572,13.273654,5092.299805,1.200000,2.899000,20.580002,969.000000,853.200012,0.508000,0.035900,0.009000,0.009000,0.009000,0.009000,0.042000,1.522250,0.042000,104.800003,88.849998,92.750000,114.349998,13.200000,89.779999,188.599991,68.000000,68.000000,17.432570,11.000000,-1.011718,-0.294507,-0.142747,160.747726,-63.035988,293.000000,1.590000,10.825625,1.393198,38.584377,0.019014,20.482014,0.000000,96.824997,4.565867,42.064716874566,-84.238488039241,293.31
33.110,1.542,24.351421,10.008243,3.484448,0.885326,-2.016875,4.000000,125.681572,13.273600,5072.899902,1.600000,2.917000,22.140001,969.000000,855.599976,0.508000,0.035700,0.009000,0.009000,0.009000,0.009000,0.042000,1.512750,0.042000,104.400002,88.550003,92.250000,113.050003,13.200000,89.779999,188.599991,68.000000,68.000000,17.376646,11.000000,-1.016115,-0.285712,-0.130715,160.079651,-63.333927,293.000000,1.590000,10.790897,1.393198,38.228127,0.019017,20.303997,0.000000,96.474998,3.839048,42.064716222974,-84.238487753979,293.31
33.120,1.543,27.097986,12.754808,3.372865,0.832819,-2.107977,4.000000,125.681572,13.273544,5053.500000,2.000000,2.935000,23.700001,969.000000,858.000000,0.508000,0.035500,0.009000,0.009000,0.009000,0.009000,0.042000,1.503250,0.042000,104.000000,88.250000,91.750000,111.750000,13.200000,89.779999,188.599991,68.000000,68.000000,17.320723,11.000000,-1.020513,-0.276917,-0.118683,159.411591,-63.631866,293.000000,1.590000,10.756168,1.393198,37.871876,0.019020,20.125977,0.000000,96.125000,3.112229,42.064715571382,-84.238487468718,293.31
33.130,1.543,31.980770,19.773811,3.171893,0.787666,-2.255036,4.000000,125.681572,13.273489,5034.100098,2.400000,2.953000,25.260000,969.000000,860.400024,0.508000,0.035300,0.009000,0.009000,0.009000,0.009000,0.042000,1.493750,0.042000,103.599998,87.949997,91.250000,110.449997,13.200000,89.779999,188.599991,68.000000,68.000000,17.264799,11.000000,-1.024910,-0.268121,-0.106651,158.743515,-63.929802,293.000000,1.590000,10.721440,1.393198,37.515625,0.019023,19.947960,0.000000,95.775002,2.385409,42.064714919790,-84.238487183456,293.31
33.140,1.543,25.877289,15.196200,3.047679,0.797051,-2.243686,4.000000,125.681572,13.273435,5014.700195,2.800000,2.971000,26.820000,969.000000,862.799988,0.508000,0.035100,0.009000,0.009000,0.009000,0.009000,0.042000,1.484250,0.042000,103.199997,87.650002,90.750000,109.150002,13.200000,89.779999,188.599991,68.000000,68.000000,17.208876,11.000000,-1.029308,-0.259326,-0.094619,158.075455,-64.227745,293.000000,1.590000,10.686711,1.393198,37.159374,0.019026,19.769939,0.000000,95.425003,1.658590,42.064714268198,-84.238486898195,293.31
33.150,1.543,23.130722,13.059982,3.042758,0.819579,-2.076674,4.000000,125.681572,13.273379,4995.500000,3.050000,2.982000,27.740000,969.000000,864.599976,0.508000,0.034900,0.009000,0.009000,0.009000,0.009000,0.042000,1.474750,0.042000,102.800003,87.349998,90.250000,107.849998,13.200000,89.779999,188.599991,68.000000,68.000000,17.152952,11.000000,-1.033705,-0.250531,-0.082587,157.407379,-64.525681,293.000000,1.590000,10.651983,1.393198,36.803127,0.019029,19.591923,0.000000,95.074997,0.931771,42.064713616605,-84.238486612933,293.31
33.160,1.544,27.708332,18.553114,3.085546,0.805953,-1.935953,4.000000,125.681572,13.273325,4976.500000,3.150000,2.986000,28.020000,969.000000,865.799988,0.508000,0.034700,0.009000,0.009000,0.009000,0.009000,0.042000,1.465250,0.042000,102.400002,87.050003,89.750000,106.550003,13.200000,89.779999,188.599991,68.000000,68.000000,17.097029,11.000000,-1.038103,-0.241736,-0.070555,156.739319,-64.823616,293.000000,1.590000,10.617254,1.393198,36.446877,0.019032,19.413902,0.000000,94.724998,0.204952,42.064712965013,-84.238486327672,293.31
33.170,1.544,28.623856,15.196199,3.111686,0.784229,-1.931105,4.000000,125.681572,13.273270,4957.500000,3.250000,2.990000,28.299999,969.000000,867.000000,0.508000,0.034500,0.009000,0.009000,0.009000,0.009000,0.042000,1.455750,0.042000,102.000000,86.750000,89.250000,105.250000,13.200000,89.779999,188.599991,68.000000,68.000000,17.041105,11.000000,-1.042500,-0.232941,-0.058522,156.071243,-65.121559,293.000000,1.590000,10.582526,1.393198,36.090626,0.019035,19.235886,0.000000,94.375000,-0.521867,42.064712313421,-84.238486042410,293.31
33.180,1.544,27.097986,9.703068,3.141689,0.791486,-1.978372,4.000000,125.681572,13.273214,4938.500000,3.350000,2.994000,28.580000,969.000000,868.200012,0.508000,0.034300,0.009000,0.009000,0.009000,0.009000,0.042000,1.446250,0.042000,101.599998,86.449997,88.750000,103.949997,13.200000,89.779999,188.599991,68.000000,68.000000,16.985182,11.000000,-1.046898,-0.224146,-0.046490,155.403183,-65.419495,293.000000,1.590000,10.547797,1.393198,35.734375,0.019038,19.057865,0.000000,94.025002,-1.248686,42.064711704857,-84.238485685594,293.31
33.190,1.544,27.708334,10.618590,3.187074,0.795227,-1.973447,4.000000,125.681572,13.273160,4919.500000,3.450000,2.998000,28.860001,969.000000,869.400024,0.508000,0.034100,0.009000,0.009000,0.009000,0.009000,0.042000,1.436750,0.042000,101.199997,86.150002,88.250000,102.650002,13.200000,89.779999,188.599991,68.000000,68.000000,16.929258,11.000000,-1.051295,-0.215351,-0.034458,154.735107,-65.717430,293.000000,1.590000,10.513069,1.393198,35.378124,0.019041,18.879848,0.000000,93.675003,-1.975506,42.064711114734,-84.238485298111,293.31
33.200,1.545,29.539377,13.975504,3.236817,0.748709,-1.944276,4.000000,125.681572,13.273105,4896.799805,3.510000,3.001000,28.969999,969.000000,870.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041950,1.430700,0.042000,100.900002,86.550003,87.650002,102.300003,13.200000,89.779999,188.599991,68.000000,68.000000,16.879549,11.000000,-1.053781,-0.207130,-0.028442,154.401077,-65.844627,293.000000,1.590000,10.482199,1.393198,35.151253,0.019139,18.785892,0.000000,93.724998,-2.357834,42.064710524611,-84.238484910628,293.31
33.210,1.545,28.318682,10.923764,3.305046,0.687692,-1.930732,4.000000,125.681572,13.273050,4870.399902,3.530000,3.003000,28.910000,969.000000,871.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041850,1.428100,0.042000,100.699997,87.650002,86.949997,102.900002,13.200000,89.779999,188.599991,68.000000,68.000000,16.836052,11.000000,-1.054355,-0.199482,-0.028442,154.401077,-65.801086,293.000000,1.590000,10.455189,1.393198,35.053749,0.019331,18.776003,0.000000,94.175003,-2.395671,42.064709934487,-84.238484523146,293.31
33.220,1.545,26.487638,8.787546,3.353103,0.701384,-1.935158,4.000000,125.681572,13.272995,4844.000000,3.550000,3.005000,28.850000,969.000000,872.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041750,1.425500,0.042000,100.500000,88.750000,86.250000,103.500000,13.200000,89.779999,188.599991,68.000000,68.000000,16.792557,11.000000,-1.054928,-0.191834,-0.028442,154.401077,-65.757538,293.000000,1.590000,10.428177,1.393198,34.956253,0.019524,18.766113,0.000000,94.625000,-2.433509,42.064709344364,-84.238484135663,293.32
33.230,1.545,28.013508,13.975504,3.309150,0.800175,-1.997685,4.000000,125.681572,13.272940,4817.600098,3.570000,3.007000,28.790001,969.000000,873.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041650,1.422900,0.042000,100.300003,89.849998,85.550003,104.099998,13.200000,89.779999,188.599991,68.000000,68.000000,16.749062,11.000000,-1.055502,-0.184186,-0.028442,154.401077,-65.713997,293.000000,1.590000,10.401167,1.393198,34.858749,0.019716,18.756222,0.000000,95.074997,-2.471346,42.064708754240,-84.238483748180,293.32
33.240,1.546,28.318682,13.059982,3.214216,0.892931,-2.099958,4.000000,125.681572,13.272885,4791.200195,3.590000,3.009000,28.730001,969.000000,874.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041550,1.420300,0.042000,100.099998,90.949997,84.849998,104.699997,13.200000,89.779999,188.599991,68.000000,68.000000,16.705564,11.000000,-1.056075,-0.176538,-0.028442,154.401077,-65.670456,293.000000,1.590000,10.374155,1.393198,34.761253,0.019909,18.746332,0.000000,95.525002,-2.509183,42.064708164117,-84.238483360697,293.32
33.250,1.546,24.351421,8.177198,3.188990,0.923957,-2.124443,4.000000,125.681572,13.272830,4767.600098,3.610000,3.010000,28.640001,969.000000,875.700012,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041450,1.417700,0.042000,99.900002,92.050003,84.150002,105.300003,13.200000,89.779999,188.599991,68.000000,68.000000,16.662069,11.000000,-1.056649,-0.168890,-0.028442,154.401077,-65.626907,293.000000,1.590000,10.347145,1.393198,34.663750,0.020101,18.736443,0.000000,95.974998,-2.547021,42.064707573994,-84.238482973215,293.32
33.260,1.546,21.604855,7.261676,3.257071,0.917843,-2.070730,4.000000,125.681572,13.272776,4746.799805,3.630000,3.010000,28.520000,969.000000,877.099976,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041350,1.415100,0.042000,99.699997,93.150002,83.449997,105.900002,13.200000,89.779999,188.599991,68.000000,68.000000,16.618572,11.000000,-1.057222,-0.161242,-0.028442,154.401077,-65.583366,293.000000,1.590000,10.320133,1.393198,34.566254,0.020294,18.726553,0.000000,96.425003,-2.584858,42.064706983870,-84.238482585732,293.32
33.270,1.546,22.215202,5.735806,3.312644,0.862699,-2.104909,4.000000,125.681572,13.272720,4726.000000,3.650000,3.010000,28.400002,969.000000,878.500000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041250,1.412500,0.042000,99.500000,94.250000,82.750000,106.500000,13.200000,89.779999,188.599991,68.000000,68.000000,16.575077,11.000000,-1.057796,-0.153595,-0.028442,154.401077,-65.539825,293.000000,1.590000,10.293123,1.393198,34.468750,0.020486,18.716661,0.000000,96.875000,-2.622696,42.064706393747,-84.238482198249,293.32
33.280,1.547,23.741072,0.242674,3.286403,0.725485,-2.266801,4.000000,125.681572,13.272665,4705.200195,3.670000,3.010000,28.280001,969.000000,879.900024,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041150,1.409900,0.042000,99.300003,95.349998,82.050003,107.099998,13.200000,89.779999,188.599991,68.000000,68.000000,16.531582,11.000000,-1.058370,-0.145947,-0.028442,154.401077,-65.496277,293.000000,1.590000,10.266111,1.393198,34.371254,0.020678,18.706772,0.000000,97.324997,-2.660533,42.064705803624,-84.238481810766,293.32
33.290,1.547,26.487637,-4.029761,3.251252,0.604560,-2.365875,4.000000,125.681572,13.272611,4684.399902,3.690000,3.010000,28.160000,969.000000,881.299988,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041050,1.407300,0.042000,99.099998,96.449997,81.349998,107.699997,13.200000,89.779999,188.599991,68.000000,68.000000,16.488085,11.000000,-1.058943,-0.138299,-0.028442,154.401077,-65.452736,293.000000,1.590000,10.239101,1.393198,34.273750,0.020871,18.696882,0.000000,97.775002,-2.698370,42.064705213500,-84.238481423284,293.32
33.300,1.547,27.403160,-5.250458,3.274040,0.649595,-2.279919,4.000000,125.681572,13.272555,4669.899902,3.710000,3.010000,28.100000,969.000000,883.200012,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041050,1.404050,0.042000,98.750000,96.099998,81.050003,107.300003,13.200000,89.779999,188.599991,68.000000,68.000000,16.460123,11.000000,-1.057605,-0.132595,-0.020994,153.859634,-65.278557,293.000000,1.590000,10.221737,1.393198,34.151878,0.020832,18.627651,0.000000,97.425003,-2.799709,42.064704635747,-84.238481015516,293.32
33.310,1.547,26.487638,-8.302197,3.286639,0.823115,-2.102318,4.000000,125.681572,13.272501,4661.700195,3.730000,3.010000,28.100000,969.000000,885.599976,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041150,1.400150,0.042000,98.250000,94.300003,81.150002,105.900002,13.200000,89.779999,188.599991,68.000000,68.000000,16.447697,11.000000,-1.054355,-0.128835,-0.006097,152.776749,-64.973740,293.000000,1.590000,10.214020,1.393198,34.005627,0.020563,18.499084,0.000000,96.275002,-2.964549,42.064704107474,-84.238480526607,293.32
33.320,1.548,24.656593,-14.100503,3.243196,0.948414,-1.947867,4.000000,125.681572,13.272446,4653.500000,3.750000,3.010000,28.100000,969.000000,888.000000,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041250,1.396250,0.042000,97.750000,92.500000,81.250000,104.500000,13.200000,89.779999,188.599991,68.000000,68.000000,16.435268,11.000000,-1.051104,-0.125074,0.008800,151.693848,-64.668930,293.000000,1.590000,10.206302,1.393198,33.859379,0.020293,18.370514,0.000000,95.125000,-3.129389,42.064703579200,-84.238480037698,293.32
33.330,1.548,22.215202,-16.236721,3.215980,0.954848,-1.870875,4.000000,125.681572,13.272390,4645.299805,3.770000,3.010000,28.100000,969.000000,890.400024,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041350,1.392350,0.042000,97.250000,90.699997,81.349998,103.099998,13.200000,89.779999,188.599991,68.000000,68.000000,16.422842,11.000000,-1.047854,-0.121314,0.023697,150.610962,-64.364113,293.000000,1.590000,10.198585,1.393198,33.713127,0.020024,18.241947,0.000000,93.974998,-3.294230,42.064703050927,-84.238479548789,293.32
33.340,1.548,23.435898,-9.828068,3.199575,0.896495,-1.915532,4.000000,125.681572,13.272336,4637.100098,3.790000,3.010000,28.100000,969.000000,892.799988,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041450,1.388450,0.042000,96.750000,88.900002,81.449997,101.699997,13.200000,89.779999,188.599991,68.000000,68.000000,16.410414,11.000000,-1.044603,-0.117554,0.038594,149.528076,-64.059303,293.000000,1.590000,10.190867,1.393198,33.566879,0.019754,18.113377,0.000000,92.824997,-3.459069,42.064702522653,-84.238479059880,293.32
33.350,1.548,24.351419,-9.217719,3.088663,0.816384,-2.034292,4.000000,125.681572,13.272281,4643.100098,3.930000,3.012000,28.240000,969.000000,893.400024,0.508000,0.034000,0.009000,0.009000,0.009000,0.009000,0.041550,1.384550,0.042000,96.250000,87.099998,81.550003,100.300003,13.200000,89.779999,188.599991,68.000000,68.000000,16.397987,11.000000,-1.041353,-0.113794,0.053491,148.445175,-63.754486,293.000000,1.590000,10.183149,1.393198,33.420628,0.019485,17.984810,0.000000,91.675003,-3.623909,42.064701994380,-84.238478570971,293.32
