"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","GPS_MPH","SPS","Oil Pressure_Cal","WSRPM","Speed_WS","AIM_Slip_Factor","Average_Driven","Slip Ratio","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","psi","psi","g","g","g","#","°F","V","rpm","%","ms","deg","mbar","mbar","lambda","V","V","V","V","V","V","V","V","Hz","Hz","Hz","Hz","V","°F","°F","°F","°F","mph","#","g","g","deg","deg","deg/s","m","m","Unit","Unit","psi","Unit","","","Unit","%","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52",

0.300,0.011,3.904762,-44.312729,3.274878,1.605975,-2.029870,1.000000,124.582939,13.250720,6114.700195,0.000000,2.849000,17.500000,969.000000,794.700012,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.942800,0.042000,147.399994,139.399994,203.699997,129.800003,13.119499,91.580002,188.779999,68.000000,68.000000,24.140272,11.000000,-0.251838,-0.107707,-1.619259,-96.444427,-11.074451,292.000000,1.071000,14.991109,1.393198,54.355003,0.023393,32.982864,0.000000,143.399994,3.912519,42.068627269906,-84.237084734428,292.81
0.310,0.011,3.904762,-45.533424,3.261685,1.528258,-1.702083,1.000000,124.582939,13.250940,6040.100098,0.000000,2.847000,17.500000,969.000000,796.099976,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.920400,0.042000,146.199997,144.199997,195.100006,135.399994,13.118500,91.580002,188.779999,68.000000,68.000000,24.078135,11.000000,-0.259677,-0.117905,-1.615249,-96.568184,-11.452603,292.000000,1.073000,14.952522,1.393198,53.515003,0.023853,32.686169,0.000000,145.199997,3.041471,42.068627357560,-84.237086025094,292.82
0.320,0.011,2.684066,-42.481686,3.146332,1.462080,-1.405797,1.000000,124.582939,13.251160,5965.500000,0.000000,2.845000,17.500000,969.000000,797.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.898000,0.042000,145.000000,149.000000,186.500000,141.000000,13.117499,91.580002,188.779999,68.000000,68.000000,24.015999,11.000000,-0.267516,-0.128102,-1.611238,-96.691940,-11.830755,292.000000,1.075000,14.913935,1.393198,52.675003,0.024313,32.389469,0.000000,147.000000,2.170424,42.068627445213,-84.237087315760,292.82
0.330,0.012,1.463370,-42.481686,2.918619,1.515737,-1.431401,1.000000,124.582939,13.251379,5890.899902,0.000000,2.843000,17.500000,969.000000,798.900024,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.875600,0.042000,143.800003,153.800003,177.899994,146.600006,13.116500,91.580002,188.779999,68.000000,68.000000,23.953861,11.000000,-0.275355,-0.138299,-1.607227,-96.815704,-12.208908,292.000000,1.077000,14.875348,1.393198,51.835003,0.024773,32.092773,0.000000,148.800003,1.299377,42.068627532867,-84.237088606426,292.82
0.340,0.012,2.073718,-40.650642,2.691869,1.659406,-1.694800,1.000000,124.582939,13.251599,5816.299805,0.000000,2.841000,17.500000,969.000000,800.299988,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.853200,0.042000,142.600006,158.600006,169.300003,152.199997,13.115499,91.580002,188.779999,68.000000,68.000000,23.891724,11.000000,-0.283194,-0.148496,-1.603217,-96.939461,-12.587060,292.000000,1.079000,14.836761,1.393198,50.995003,0.025233,31.796076,0.000000,150.600006,0.428329,42.068627620520,-84.237089897092,292.82
0.350,0.012,4.209936,-31.800594,2.621357,1.704677,-1.874058,1.000000,124.582939,13.251819,5779.200195,0.000000,2.841000,17.500000,969.000000,801.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.830800,0.042000,141.399994,163.399994,160.699997,157.800003,13.114499,91.580002,188.779999,68.000000,68.000000,23.829588,11.000000,-0.291033,-0.158693,-1.599206,-97.063225,-12.965213,292.000000,1.081000,14.798174,1.393198,50.155006,0.025693,31.499378,0.000000,152.399994,-0.442718,42.068627708174,-84.237091187757,292.82
0.360,0.013,8.787546,-24.171246,2.733090,1.599605,-1.981963,1.000000,124.582939,13.252039,5779.600098,0.000000,2.843000,17.500000,969.000000,802.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.808400,0.042000,140.199997,168.199997,152.100006,163.399994,13.113500,91.580002,188.779999,68.000000,68.000000,23.767450,11.000000,-0.298872,-0.168890,-1.595195,-97.186981,-13.343365,292.000000,1.083000,14.759586,1.393198,49.315006,0.026153,31.202681,0.000000,154.199997,-1.313765,42.068627795827,-84.237092478423,292.82
0.370,0.013,11.534112,-21.119505,2.940036,1.538142,-2.280815,1.000000,124.582939,13.252258,5780.000000,0.000000,2.845000,17.500000,969.000000,803.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.786000,0.042000,139.000000,173.000000,143.500000,169.000000,13.112499,91.580002,188.779999,68.000000,68.000000,23.705313,11.000000,-0.306711,-0.179088,-1.591185,-97.310745,-13.721518,292.000000,1.085000,14.721000,1.393198,48.475006,0.026613,30.905983,0.000000,156.000000,-2.184813,42.068627883481,-84.237093769089,292.82
0.380,0.013,11.228938,-19.593636,3.154406,1.615102,-2.631644,1.000000,124.582939,13.252478,5780.399902,0.000000,2.847000,17.500000,969.000000,804.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.763600,0.042000,137.800003,177.800003,134.899994,174.600006,13.111500,91.580002,188.779999,68.000000,68.000000,23.643177,11.000000,-0.314550,-0.189285,-1.587174,-97.434502,-14.099669,292.000000,1.087000,14.682412,1.393198,47.635006,0.027073,30.609285,0.000000,157.800003,-3.055860,42.068627971134,-84.237095059755,292.83
0.390,0.014,12.144461,-19.593636,3.312336,1.656428,-2.600266,1.000000,124.582939,13.252698,5780.799805,0.000000,2.849000,17.500000,969.000000,805.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.741200,0.042000,136.600006,182.600006,126.300003,180.199997,13.110499,91.580002,188.779999,68.000000,68.000000,23.581039,11.000000,-0.322389,-0.199482,-1.583163,-97.558258,-14.477821,292.000000,1.089000,14.643826,1.393198,46.795006,0.027533,30.312588,0.000000,159.600006,-3.926907,42.068628058788,-84.237096350421,292.83
0.400,0.014,13.670330,-22.340202,3.382464,1.546363,-2.245226,1.000000,124.582939,13.252917,5790.899902,0.000000,2.850000,17.500000,969.000000,805.799988,0.507000,0.014000,0.009000,0.008950,0.009000,0.009000,0.039000,1.734950,0.042000,136.699997,181.699997,121.800003,183.550003,13.109500,91.580002,188.779999,68.000000,68.000000,23.522009,11.000000,-0.329591,-0.208564,-1.583163,-97.695198,-14.851390,292.000000,1.090500,14.607167,1.393198,46.560631,0.027495,30.198854,0.000000,159.199997,-4.928260,42.068628146442,-84.237097641087,292.83
0.410,0.014,14.280678,-21.729855,3.400854,1.409369,-2.115819,1.000000,124.582939,13.253138,5810.700195,0.000000,2.850000,17.500000,969.000000,805.400024,0.507000,0.014000,0.009000,0.008850,0.009000,0.009000,0.039000,1.744850,0.042000,138.100006,175.100006,121.400002,184.649994,13.108500,91.580002,188.779999,68.000000,68.000000,23.466085,11.000000,-0.336156,-0.216530,-1.587174,-97.845314,-15.220375,292.000000,1.091500,14.572439,1.393198,46.931881,0.026958,30.268084,0.000000,156.600006,-6.059919,42.068628234095,-84.237098931753,292.83
0.420,0.015,13.670330,-16.236721,3.429660,1.364931,-2.428240,1.000000,124.582939,13.253357,5830.500000,0.000000,2.850000,17.500000,969.000000,805.000000,0.507000,0.014000,0.009000,0.008750,0.009000,0.009000,0.039000,1.754750,0.042000,139.500000,168.500000,121.000000,185.750000,13.107499,91.580002,188.779999,68.000000,68.000000,23.410162,11.000000,-0.342720,-0.224497,-1.591185,-97.995422,-15.589359,292.000000,1.092500,14.537710,1.393198,47.303131,0.026421,30.337315,0.000000,154.000000,-7.191579,42.068628321749,-84.237100222419,292.83
0.430,0.015,13.670330,-16.236721,3.461332,1.386214,-2.874793,1.000000,124.582939,13.253576,5850.299805,0.000000,2.850000,17.500000,969.000000,804.599976,0.507000,0.014000,0.009000,0.008650,0.009000,0.009000,0.039000,1.764650,0.042000,140.899994,161.899994,120.599998,186.850006,13.106500,91.580002,188.779999,68.000000,68.000000,23.354239,11.000000,-0.349284,-0.232463,-1.595195,-98.145538,-15.958344,292.000000,1.093500,14.502981,1.393198,47.674381,0.025884,30.406544,0.000000,151.399994,-8.323238,42.068628375561,-84.237101481168,292.83
0.440,0.015,14.280678,-17.152245,3.438889,1.427365,-3.171042,1.000000,124.582939,13.253797,5870.100098,0.000000,2.850000,17.500000,969.000000,804.200012,0.507000,0.014000,0.009000,0.008550,0.009000,0.009000,0.039000,1.774550,0.042000,142.300003,155.300003,120.199997,187.949997,13.105499,91.580002,188.779999,68.000000,68.000000,23.298315,11.000000,-0.355849,-0.240430,-1.599206,-98.295654,-16.327330,292.000000,1.094500,14.468253,1.393198,48.045631,0.025347,30.475773,0.000000,148.800003,-9.454898,42.068628425614,-84.237102736370,292.83
0.450,0.016,14.280678,-16.541895,3.370610,1.467162,-3.209010,1.000000,124.582939,13.254016,5892.600098,0.000000,2.850000,17.500000,969.000000,803.900024,0.507000,0.014000,0.009000,0.008450,0.009000,0.009000,0.039000,1.784450,0.042000,143.699997,148.699997,119.800003,189.050003,13.104500,91.580002,188.779999,68.000000,68.000000,23.242390,11.000000,-0.362413,-0.248396,-1.603217,-98.445770,-16.696314,292.000000,1.095500,14.433524,1.393198,48.416878,0.024810,30.545004,0.000000,146.199997,-10.586556,42.068628475666,-84.237103991573,292.82
0.460,0.016,12.754808,-19.898808,3.321136,1.458982,-2.947033,1.000000,124.582939,13.254236,5917.799805,0.000000,2.850000,17.500000,969.000000,803.700012,0.507000,0.014000,0.009000,0.008350,0.009000,0.009000,0.039000,1.794350,0.042000,145.100006,142.100006,119.400002,190.149994,13.103499,91.580002,188.779999,68.000000,68.000000,23.186466,11.000000,-0.368978,-0.256363,-1.607227,-98.595886,-17.065298,292.000000,1.096500,14.398796,1.393198,48.788128,0.024273,30.614233,0.000000,143.600006,-11.718216,42.068628525719,-84.237105246776,292.82
0.470,0.016,10.008242,-23.560898,3.316375,1.395656,-2.639160,1.000000,124.582939,13.254456,5943.000000,0.000000,2.850000,17.500000,969.000000,803.500000,0.507000,0.014000,0.009000,0.008250,0.009000,0.009000,0.039000,1.804250,0.042000,146.500000,135.500000,119.000000,191.250000,13.102499,91.580002,188.779999,68.000000,68.000000,23.130543,11.000000,-0.375542,-0.264329,-1.611238,-98.746002,-17.434282,292.000000,1.097500,14.364067,1.393198,49.159378,0.023737,30.683462,0.000000,141.000000,-12.849875,42.068628575771,-84.237106501979,292.82
0.480,0.017,9.397894,-24.781593,3.339257,1.364876,-2.720475,1.000000,124.582939,13.254675,5968.200195,0.000000,2.850000,17.500000,969.000000,803.299988,0.507000,0.014000,0.009000,0.008150,0.009000,0.009000,0.039000,1.814150,0.042000,147.899994,128.899994,118.599998,192.350006,13.101500,91.580002,188.779999,68.000000,68.000000,23.074619,11.000000,-0.382107,-0.272296,-1.615249,-98.896111,-17.803268,292.000000,1.098500,14.329338,1.393198,49.530628,0.023200,30.752693,0.000000,138.399994,-13.981535,42.068628625824,-84.237107757181,292.81
0.490,0.017,11.228938,-22.950550,3.353184,1.428530,-3.165002,1.000000,124.582939,13.254895,5993.399902,0.000000,2.850000,17.500000,969.000000,803.099976,0.507000,0.014000,0.009000,0.008050,0.009000,0.009000,0.039000,1.824050,0.042000,149.300003,122.300003,118.199997,193.449997,13.100499,91.580002,188.779999,68.000000,68.000000,23.018696,11.000000,-0.388671,-0.280262,-1.619259,-99.046227,-18.172253,292.000000,1.099500,14.294610,1.393198,49.901878,0.022663,30.821922,0.000000,135.800003,-15.113194,42.068628675876,-84.237109012384,292.81
0.500,0.018,13.059982,-19.288460,3.319597,1.512176,-3.488825,1.150000,124.582939,13.255087,6012.299805,0.000000,2.850000,17.500000,969.000000,802.400024,0.507000,0.014000,0.009000,0.008050,0.009000,0.009000,0.039000,1.831350,0.042000,147.750000,120.699997,117.750000,194.000000,13.100499,91.580002,188.779999,68.000000,68.000000,22.953451,11.000000,-0.394789,-0.287082,-1.628713,-99.210091,-18.546967,292.000000,1.100000,14.254093,1.393198,50.175625,0.022339,30.831812,0.000000,134.225006,-15.598955,42.068628725929,-84.237110267587,292.81
0.510,0.018,13.059982,-18.678112,3.253531,1.513110,-3.449708,1.450000,124.582939,13.255252,6024.899902,0.000000,2.850000,17.500000,969.000000,801.200012,0.507000,0.014000,0.009000,0.008150,0.009000,0.009000,0.039000,1.836050,0.042000,143.250000,124.099998,117.250000,194.000000,13.101500,91.580002,188.779999,68.000000,68.000000,22.878887,11.000000,-0.400462,-0.292754,-1.643610,-99.387711,-18.927410,292.000000,1.100000,14.207788,1.393198,50.351875,0.022228,30.782362,0.000000,133.675003,-15.438816,42.068628775982,-84.237111522789,292.80
0.520,0.018,12.449635,-20.509157,3.206941,1.460751,-3.232347,1.750000,124.582939,13.255417,6037.500000,0.000000,2.850000,17.500000,969.000000,800.000000,0.507000,0.014000,0.009000,0.008250,0.009000,0.009000,0.039000,1.840750,0.042000,138.750000,127.500000,116.750000,194.000000,13.102499,91.580002,188.779999,68.000000,68.000000,22.804323,11.000000,-0.406134,-0.298426,-1.658507,-99.565323,-19.307854,292.000000,1.100000,14.161484,1.393198,50.528126,0.022117,30.732912,0.000000,133.125000,-15.278679,42.068628826034,-84.237112777992,292.80
0.530,0.018,10.923764,-21.119505,3.185082,1.461636,-3.022134,2.050000,124.582939,13.255582,6050.100098,0.000000,2.850000,17.500000,969.000000,798.799988,0.507000,0.014000,0.009000,0.008350,0.009000,0.009000,0.039000,1.845450,0.042000,134.250000,130.899994,116.250000,194.000000,13.103499,91.580002,188.779999,68.000000,68.000000,22.729757,11.000000,-0.411806,-0.304098,-1.673404,-99.742943,-19.688299,292.000000,1.100000,14.115179,1.393198,50.704376,0.022006,30.683462,0.000000,132.574997,-15.118540,42.068628876087,-84.237114033195,292.80
0.540,0.019,7.872024,-21.729853,3.141979,1.528779,-2.800584,2.350000,124.582939,13.255747,6062.700195,0.000000,2.850000,17.500000,969.000000,797.599976,0.507000,0.014000,0.009000,0.008450,0.009000,0.009000,0.039000,1.850150,0.042000,129.750000,134.300003,115.750000,194.000000,13.104500,91.580002,188.779999,68.000000,68.000000,22.655193,11.000000,-0.417478,-0.309770,-1.688301,-99.920563,-20.068743,292.000000,1.100000,14.068874,1.393198,50.880627,0.021894,30.634012,0.000000,132.024994,-14.958403,42.068628926139,-84.237115288397,292.80
0.550,0.019,6.346154,-24.171246,3.047055,1.582782,-2.523210,2.650000,124.582939,13.255911,6068.200195,0.000000,2.850000,17.500000,969.000000,797.400024,0.507000,0.014000,0.009000,0.008550,0.009000,0.009000,0.039000,1.854850,0.042000,125.250000,137.699997,115.250000,194.000000,13.105499,91.580002,188.779999,68.000000,68.000000,22.580629,11.000000,-0.423150,-0.315443,-1.703198,-100.098175,-20.449186,292.000000,1.100000,14.022571,1.393198,51.056873,0.021783,30.584562,0.000000,131.475006,-14.798264,42.068628958421,-84.237116524209,292.79
0.560,0.019,8.177198,-24.781593,2.920809,1.590663,-2.277013,2.950000,124.582939,13.256076,6066.600098,0.000000,2.850000,17.500000,969.000000,798.200012,0.507000,0.014000,0.009000,0.008650,0.009000,0.009000,0.039000,1.859550,0.042000,120.750000,141.100006,114.750000,194.000000,13.106500,91.580002,188.779999,68.000000,68.000000,22.506065,11.000000,-0.428822,-0.321115,-1.718095,-100.275795,-20.829630,292.000000,1.100000,13.976266,1.393198,51.233124,0.021672,30.535112,0.000000,130.925003,-14.638126,42.068628964047,-84.237117730935,292.79
0.570,0.020,11.534112,-22.340202,2.805554,1.595800,-2.187834,3.250000,124.582939,13.256241,6065.000000,0.000000,2.850000,17.500000,969.000000,799.000000,0.507000,0.014000,0.009000,0.008750,0.009000,0.009000,0.039000,1.864250,0.042000,116.250000,144.500000,114.250000,194.000000,13.107499,91.580002,188.779999,68.000000,68.000000,22.431499,11.000000,-0.434495,-0.326787,-1.732992,-100.453415,-21.210075,292.000000,1.100000,13.929961,1.393198,51.409374,0.021561,30.485662,0.000000,130.375000,-14.477987,42.068628969673,-84.237118937661,292.79
0.580,0.020,13.059982,-21.729853,2.754402,1.632010,-2.242273,3.550000,124.582939,13.256406,6063.399902,0.000000,2.850000,17.500000,969.000000,799.799988,0.507000,0.014000,0.009000,0.008850,0.009000,0.009000,0.039000,1.868950,0.042000,111.750000,147.899994,113.750000,194.000000,13.108500,91.580002,188.779999,68.000000,68.000000,22.356936,11.000000,-0.440167,-0.332459,-1.747889,-100.631027,-21.590519,292.000000,1.100000,13.883657,1.393198,51.585625,0.021450,30.436213,0.000000,129.824997,-14.317850,42.068628975299,-84.237120144387,292.79
0.590,0.020,10.923764,-21.119505,2.828798,1.679558,-2.329271,3.850000,124.582939,13.256571,6061.799805,0.000000,2.850000,17.500000,969.000000,800.599976,0.507000,0.014000,0.009000,0.008950,0.009000,0.009000,0.039000,1.873650,0.042000,107.250000,151.300003,113.250000,194.000000,13.109500,91.580002,188.779999,68.000000,68.000000,22.282372,11.000000,-0.445839,-0.338131,-1.762785,-100.808647,-21.970963,292.000000,1.100000,13.837352,1.393198,51.761875,0.021339,30.386763,0.000000,129.274994,-14.157711,42.068628980925,-84.237121351113,292.78
0.600,0.021,5.125458,-22.340202,2.982328,1.689665,-2.390908,4.000000,124.582939,13.256735,6051.700195,0.000000,2.850000,17.500000,969.000000,801.000000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.873850,0.042000,105.050003,152.449997,113.099998,189.550003,13.110499,91.580002,188.779999,68.000000,68.000000,22.195379,11.000000,-0.451129,-0.342593,-1.780547,-101.001732,-22.365158,292.000000,1.101000,13.783330,1.393198,51.769375,0.021279,29.931826,0.000000,128.750000,-12.795705,42.068628986552,-84.237122557839,292.78
0.610,0.021,1.463370,-28.748856,3.048006,1.634063,-2.389582,4.000000,124.582939,13.256900,6033.100098,0.000000,2.850000,17.500000,969.000000,801.000000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.869550,0.042000,105.150002,151.350006,113.300003,180.649994,13.111500,91.580002,188.779999,68.000000,68.000000,22.095961,11.000000,-0.456036,-0.345843,-1.801174,-101.210289,-22.773104,292.000000,1.103000,13.721591,1.393198,51.608124,0.021271,29.071404,0.000000,128.250000,-10.231831,42.068628992178,-84.237123764565,292.78
0.620,0.021,3.294414,-32.105770,2.997956,1.552197,-2.296142,4.000000,124.582939,13.257065,6014.500000,0.000000,2.850000,17.500000,969.000000,801.000000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.865250,0.042000,105.250000,150.250000,113.500000,171.750000,13.112499,91.580002,188.779999,68.000000,68.000000,21.996540,11.000000,-0.460943,-0.349093,-1.821800,-101.418846,-23.181049,292.000000,1.105000,13.659851,1.393198,51.446877,0.021262,28.210981,0.000000,127.750000,-7.667956,42.068628997804,-84.237124971291,292.77
0.630,0.022,5.735806,-29.969551,3.008666,1.522262,-2.256397,4.000000,124.582939,13.257230,5995.899902,0.000000,2.850000,17.500000,969.000000,801.000000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.860950,0.042000,105.349998,149.149994,113.699997,162.850006,13.113500,91.580002,188.779999,68.000000,68.000000,21.897121,11.000000,-0.465851,-0.352344,-1.842427,-101.627403,-23.588995,292.000000,1.107000,13.598112,1.393198,51.285625,0.021253,27.350559,0.000000,127.250000,-5.104082,42.068629003430,-84.237126178017,292.77
0.640,0.022,7.261676,-27.833332,3.143181,1.559244,-2.493340,4.000000,124.582939,13.257395,5977.299805,0.000000,2.850000,17.500000,969.000000,801.000000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.856650,0.042000,105.449997,148.050003,113.900002,153.949997,13.114499,91.580002,188.779999,68.000000,68.000000,21.797703,11.000000,-0.470758,-0.355594,-1.863053,-101.835960,-23.996941,292.000000,1.109000,13.536373,1.393198,51.124374,0.021244,26.490137,0.000000,126.750000,-2.540207,42.068629009056,-84.237127384743,292.77
0.650,0.022,10.313416,-26.002289,3.237408,1.599631,-2.938174,4.000000,124.582939,13.257559,5956.200195,0.000000,2.850000,17.500000,969.000000,801.099976,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.852350,0.042000,105.550003,146.949997,114.099998,145.050003,13.115499,91.580002,188.779999,68.000000,68.000000,21.698282,11.000000,-0.475666,-0.358844,-1.883680,-102.044510,-24.404888,292.000000,1.111000,13.474633,1.393198,50.963127,0.021236,25.629713,0.000000,126.250000,0.023667,42.068629014682,-84.237128591469,292.77
0.660,0.023,16.111721,-22.035027,3.208513,1.601081,-3.260273,4.000000,124.582939,13.257724,5932.600098,0.000000,2.850000,17.500000,969.000000,801.299988,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.848050,0.042000,105.650002,145.850006,114.300003,136.149994,13.116500,91.580002,188.779999,68.000000,68.000000,21.598864,11.000000,-0.480573,-0.362095,-1.904306,-102.253067,-24.812834,292.000000,1.113000,13.412894,1.393198,50.801876,0.021227,24.769291,0.000000,125.750000,2.587542,42.068629020308,-84.237129798194,292.76
0.670,0.023,20.078983,-17.152245,3.220425,1.576532,-3.244938,4.000000,124.582939,13.257889,5909.000000,0.000000,2.850000,17.500000,969.000000,801.500000,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.843750,0.042000,105.750000,144.750000,114.500000,127.250000,13.117499,91.580002,188.779999,68.000000,68.000000,21.499445,11.000000,-0.485480,-0.365345,-1.924932,-102.461624,-25.220779,292.000000,1.115000,13.351155,1.393198,50.640625,0.021218,23.908869,0.000000,125.250000,5.151417,42.068629025934,-84.237131004920,292.76
0.680,0.023,19.773809,-13.795330,3.405660,1.540485,-2.913718,4.000000,124.582939,13.258054,5885.399902,0.000000,2.850000,17.500000,969.000000,801.700012,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.839450,0.042000,105.849998,143.649994,114.699997,118.349998,13.118500,91.580002,188.779999,68.000000,68.000000,21.400024,11.000000,-0.490388,-0.368595,-1.945559,-102.670181,-25.628725,292.000000,1.117000,13.289415,1.393198,50.479378,0.021210,23.048447,0.000000,124.750000,7.715291,42.068628985425,-84.237132158494,292.76
0.690,0.024,19.773809,-10.743589,3.631819,1.497551,-2.447073,4.000000,124.582939,13.258219,5861.799805,0.000000,2.850000,17.500000,969.000000,801.900024,0.507000,0.014000,0.009000,0.009000,0.009000,0.009000,0.039000,1.835150,0.042000,105.949997,142.550003,114.900002,109.449997,13.119499,91.580002,188.779999,68.000000,68.000000,21.300606,11.000000,-0.495295,-0.371846,-1.966185,-102.878738,-26.036671,292.000000,1.119000,13.227676,1.393198,50.318127,0.021201,22.188025,0.000000,124.250000,10.279165,42.068628939789,-84.237133306161,292.76
0.700,0.024,18.858288,-10.743589,3.702401,1.450053,-2.092255,4.000000,124.582939,13.258383,5838.799805,0.000000,2.850000,17.500000,969.000000,802.200012,0.507000,0.014150,0.009000,0.009000,0.009000,0.009000,0.039000,1.830450,0.042000,108.300003,141.399994,114.699997,105.400002,13.120500,91.580002,188.779999,68.000000,68.000000,21.213614,11.000000,-0.500011,-0.373981,-1.981942,-103.103340,-26.462952,292.000000,1.120000,13.173655,1.393198,50.141876,0.021365,21.767702,0.000000,124.849998,13.218755,42.068628894154,-84.237134453828,292.75
0.710,0.024,16.111721,-15.626373,3.606091,1.400820,-1.924406,4.000000,124.582939,13.258548,5816.399902,0.000000,2.850000,17.500000,969.000000,802.599976,0.507000,0.014450,0.009000,0.009000,0.009000,0.009000,0.039000,1.825350,0.042000,112.900002,140.199997,114.099998,106.199997,13.121499,91.580002,188.779999,68.000000,68.000000,21.139050,11.000000,-0.504536,-0.375000,-1.992828,-103.343979,-26.907568,292.000000,1.120000,13.127350,1.393198,49.950630,0.021703,21.787483,0.000000,126.550003,16.534060,42.068628848518,-84.237135601496,292.75
0.720,0.025,15.196199,-19.288462,3.443878,1.392223,-1.760839,4.000000,124.582939,13.258713,5794.000000,0.000000,2.850000,17.500000,969.000000,803.000000,0.507000,0.014750,0.009000,0.009000,0.009000,0.009000,0.039000,1.820250,0.042000,117.500000,139.000000,113.500000,107.000000,13.122499,91.580002,188.779999,68.000000,68.000000,21.064484,11.000000,-0.509061,-0.376020,-2.003714,-103.584625,-27.352182,292.000000,1.120000,13.081045,1.393198,49.759377,0.022041,21.807262,0.000000,128.250000,19.849363,42.068628802883,-84.237136749163,292.75
0.730,0.025,13.365156,-20.814331,3.275146,1.467993,-1.498973,4.000000,124.582939,13.258878,5771.600098,0.000000,2.850000,17.500000,969.000000,803.400024,0.507000,0.015050,0.009000,0.009000,0.009000,0.009000,0.039000,1.815150,0.042000,122.099998,137.800003,112.900002,107.800003,13.123500,91.580002,188.779999,68.000000,68.000000,20.989920,11.000000,-0.513586,-0.377040,-2.014600,-103.825264,-27.796799,292.000000,1.120000,13.034740,1.393198,49.568130,0.022378,21.827042,0.000000,129.949997,23.164667,42.068628757247,-84.237137896831,292.75
0.740,0.025,7.566850,-22.950550,3.089267,1.582242,-1.332833,4.000000,124.582939,13.259043,5749.200195,0.000000,2.850000,17.500000,969.000000,803.799988,0.507000,0.015350,0.009000,0.009000,0.009000,0.009000,0.039000,1.810050,0.042000,126.699997,136.600006,112.300003,108.599998,13.124499,91.580002,188.779999,68.000000,68.000000,20.915356,11.000000,-0.518111,-0.378060,-2.025486,-104.065910,-28.241413,292.000000,1.120000,12.988436,1.393198,49.376877,0.022716,21.846823,0.000000,131.649994,26.479971,42.068628711612,-84.237139044498,292.74
