17.580,0.892,-0.489743,-49.805862,2.563808,1.812160,-2.072946,3.000000,131.833908,13.253456,7153.439941,2.164000,2.943600,35.487999,969.000000,785.479980,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062820,2.033500,0.042000,135.720001,135.820007,137.460007,133.539993,13.200000,87.979996,186.979996,68.000000,68.000000,26.538763,12.000000,-0.216983,-0.111200,-0.007587,-157.540054,-9.235716,293.000000,1.560000,16.480572,1.393198,57.756252,0.019032,26.795734,0.000000,135.770004,0.200651,42.066423186787,-84.237919124903,293.56
17.590,0.892,-6.837362,-51.392765,2.515884,1.798602,-2.320499,3.000000,131.833908,13.253510,7149.240234,2.144000,2.945600,35.647999,969.000000,784.080017,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062720,2.036000,0.042000,136.119995,135.720001,137.160004,133.839996,13.200000,87.979996,186.979996,68.000000,68.000000,26.507694,12.000000,-0.229538,-0.113494,-0.008732,-157.597351,-9.783463,293.000000,1.560000,16.461279,1.393198,57.850002,0.019094,26.792437,0.000000,135.919998,0.054392,42.066422383608,-84.237920071166,293.56
17.600,0.892,-4.395970,-43.336174,2.627934,1.735052,-2.363797,3.000000,131.833908,13.253566,7145.040039,2.124000,2.947600,35.807999,969.000000,782.679993,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062620,2.038500,0.042000,136.520004,135.619995,136.860001,134.139999,13.200000,87.979996,186.979996,68.000000,68.000000,26.476627,12.000000,-0.242093,-0.115789,-0.009878,-157.654648,-10.331211,293.000000,1.560000,16.441984,1.393198,57.943752,0.019155,26.789141,0.000000,136.070007,-0.091866,42.066421580428,-84.237921017429,293.56
17.610,0.893,-0.978022,-45.655495,2.655599,1.709431,-2.165147,3.000000,131.833908,13.253620,7140.839844,2.104000,2.949600,35.967999,969.000000,781.280029,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062520,2.041000,0.042000,136.919998,135.520004,136.559998,134.440002,13.200000,87.979996,186.979996,68.000000,68.000000,26.445559,12.000000,-0.254648,-0.118083,-0.011024,-157.711945,-10.878959,293.000000,1.560000,16.422691,1.393198,58.037502,0.019216,26.785845,0.000000,136.220001,-0.238124,42.066420777249,-84.237921963693,293.56
17.620,0.893,-1.344230,-53.101738,2.523568,1.719820,-1.902490,3.000000,131.833908,13.253675,7119.680176,2.036000,2.945200,35.248001,969.000000,780.679993,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062420,2.043500,0.042000,137.320007,135.419998,136.259995,134.740005,13.200000,87.979996,186.979996,68.000000,68.000000,26.414490,12.000000,-0.267204,-0.120377,-0.012170,-157.769241,-11.426706,293.000000,1.560000,16.403399,1.393198,58.131252,0.019278,26.782547,0.000000,136.369995,-0.384382,42.066419974069,-84.237922909956,293.56
17.630,0.894,1.829579,-50.782417,2.480792,1.710577,-1.869765,3.000000,131.833908,13.253731,7094.279785,1.956000,2.939200,34.307999,969.000000,780.280029,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062320,2.046000,0.042000,137.720001,135.320007,135.960007,135.039993,13.200000,87.979996,186.979996,68.000000,68.000000,26.383421,12.000000,-0.279759,-0.122672,-0.013316,-157.826538,-11.974454,293.000000,1.560000,16.384104,1.393198,58.225002,0.019339,26.779251,0.000000,136.520004,-0.530640,42.066419170890,-84.237923856220,293.56
17.640,0.894,-3.663553,-55.176922,2.636111,1.696449,-2.135398,3.000000,131.833908,13.253785,7068.879883,1.876000,2.933200,33.368000,969.000000,779.880005,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062220,2.048500,0.042000,138.119995,135.220001,135.660004,135.339996,13.200000,87.979996,186.979996,68.000000,68.000000,26.352352,12.000000,-0.292314,-0.124966,-0.014462,-157.883835,-12.522202,293.000000,1.560000,16.364811,1.393198,58.318752,0.019400,26.775953,0.000000,136.669998,-0.676898,42.066418367710,-84.237924802483,293.56
17.650,0.894,-11.109798,-59.449360,2.808816,1.713267,-2.366052,3.000000,131.833908,13.253840,7043.479980,1.796000,2.927200,32.428001,969.000000,779.479980,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062120,2.051000,0.042000,138.520004,135.119995,135.360001,135.639999,13.200000,87.979996,186.979996,68.000000,68.000000,26.321285,12.000000,-0.304870,-0.127260,-0.015608,-157.941132,-13.069949,293.000000,1.560000,16.345516,1.393198,58.412502,0.019462,26.772657,0.000000,136.820007,-0.823156,42.066417564531,-84.237925748746,293.56
17.660,0.895,-5.250458,-54.322437,2.827343,1.692191,-2.338845,3.000000,131.833908,13.253895,7018.080078,1.716000,2.921200,31.488001,969.000000,779.080017,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062020,2.053500,0.042000,138.919998,135.020004,135.059998,135.940002,13.200000,87.979996,186.979996,68.000000,68.000000,26.290216,12.000000,-0.317425,-0.129555,-0.016754,-157.998428,-13.617697,293.000000,1.560000,16.326223,1.393198,58.506252,0.019523,26.769361,0.000000,136.970001,-0.969414,42.066416761351,-84.237926695010,293.56
17.670,0.895,-1.954578,-50.416210,2.721549,1.572284,-2.153131,3.000000,131.833908,13.253950,7012.680176,1.668000,2.918400,31.044001,969.000000,779.159973,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.054480,0.042000,139.000000,134.919998,134.839996,136.160004,13.200000,87.979996,186.979996,68.000000,68.000000,26.269089,12.000000,-0.330184,-0.132869,-0.016525,-158.064896,-14.229616,293.000000,1.560000,16.313105,1.393198,58.543003,0.019519,26.766064,0.000000,136.960007,-1.054345,42.066415958172,-84.237927641273,293.56
17.680,0.896,-4.029761,-46.876190,2.677067,1.457634,-1.971359,3.000000,131.833908,13.254005,7012.279785,1.628000,2.916400,30.724001,969.000000,779.359985,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.055080,0.042000,139.000000,134.820007,134.639999,136.360001,13.200000,87.979996,186.979996,68.000000,68.000000,26.250448,12.000000,-0.342994,-0.136438,-0.015952,-158.133652,-14.857577,293.000000,1.560000,16.301527,1.393198,58.565502,0.019499,26.762768,0.000000,136.910004,-1.123945,42.066415152096,-84.237928585140,293.56
17.690,0.896,-4.151831,-45.655495,2.770326,1.458771,-1.956715,3.000000,131.833908,13.254060,7011.879883,1.588000,2.914400,30.404001,969.000000,779.559998,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.055680,0.042000,139.000000,134.720001,134.440002,136.559998,13.200000,87.979996,186.979996,68.000000,68.000000,26.231808,12.000000,-0.355804,-0.140007,-0.015379,-158.202408,-15.485539,293.000000,1.560000,16.289951,1.393198,58.588005,0.019480,26.759472,0.000000,136.860001,-1.193544,42.066414344090,-84.237929527409,293.56
17.700,0.896,-6.471153,-48.951374,2.881501,1.515754,-2.071765,3.000000,131.833908,13.254115,7011.479980,1.548000,2.912400,30.084002,969.000000,779.760010,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.056280,0.042000,139.000000,134.619995,134.240005,136.759995,13.200000,87.979996,186.979996,68.000000,68.000000,26.213165,12.000000,-0.368615,-0.143576,-0.014806,-158.271149,-16.113501,293.000000,1.560000,16.278376,1.393198,58.610504,0.019460,26.756174,0.000000,136.809998,-1.263143,42.066413536084,-84.237930469678,293.56
17.710,0.897,-6.104945,-47.364468,2.953384,1.530855,-2.050699,3.000000,131.833908,13.254169,7011.080078,1.508000,2.910400,29.764000,969.000000,779.960022,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.056880,0.042000,139.000000,134.520004,134.039993,136.960007,13.200000,87.979996,186.979996,68.000000,68.000000,26.194525,12.000000,-0.381425,-0.147145,-0.014233,-158.339905,-16.741463,293.000000,1.560000,16.266800,1.393198,58.633003,0.019440,26.752878,0.000000,136.759995,-1.332742,42.066412728079,-84.237931411947,293.56
17.720,0.897,-2.931135,-47.242397,2.982780,1.494644,-1.847594,3.000000,131.833908,13.254225,7018.680176,1.500000,2.910000,29.716002,969.000000,780.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.057480,0.042000,139.000000,134.419998,133.839996,137.160004,13.200000,87.979996,186.979996,68.000000,68.000000,26.175884,12.000000,-0.394235,-0.150714,-0.013660,-158.408661,-17.369425,293.000000,1.560000,16.255224,1.393198,58.655506,0.019420,26.749582,0.000000,136.710007,-1.402342,42.066411920073,-84.237932354216,293.56
17.730,0.897,-3.175274,-49.317585,2.915313,1.435617,-1.663735,3.000000,131.833908,13.254280,7028.279785,1.500000,2.910000,29.736000,969.000000,781.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.058080,0.042000,139.000000,134.320007,133.639999,137.360001,13.200000,87.979996,186.979996,68.000000,68.000000,26.157244,12.000000,-0.407045,-0.154283,-0.013087,-158.477417,-17.997387,293.000000,1.560000,16.243647,1.393198,58.678005,0.019400,26.746286,0.000000,136.660004,-1.471941,42.066411112067,-84.237933296485,293.56
17.740,0.898,-3.907692,-44.923077,2.859547,1.403025,-1.678844,3.000000,131.833908,13.254334,7037.879883,1.500000,2.910000,29.756001,969.000000,782.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.058680,0.042000,139.000000,134.220001,133.440002,137.559998,13.200000,87.979996,186.979996,68.000000,68.000000,26.138601,12.000000,-0.419855,-0.157852,-0.012514,-158.546173,-18.625349,293.000000,1.560000,16.232071,1.393198,58.700508,0.019381,26.742989,0.000000,136.610001,-1.541540,42.066410304061,-84.237934238754,293.56
17.750,0.898,-2.564926,-44.190659,2.960384,1.432345,-1.924323,3.000000,131.833908,13.254390,7047.479980,1.500000,2.910000,29.776001,969.000000,783.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.059280,0.042000,139.000000,134.119995,133.240005,137.759995,13.200000,87.979996,186.979996,68.000000,68.000000,26.119961,12.000000,-0.432665,-0.161421,-0.011941,-158.614929,-19.253311,293.000000,1.560000,16.220495,1.393198,58.723007,0.019361,26.739693,0.000000,136.559998,-1.611140,42.066409496055,-84.237935181023,293.56
17.760,0.899,-5.128388,-47.730675,3.067554,1.465659,-2.118656,3.000000,131.833908,13.254444,7057.080078,1.500000,2.910000,29.796001,969.000000,783.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.059880,0.042000,139.000000,134.020004,133.039993,137.960007,13.200000,87.979996,186.979996,68.000000,68.000000,26.101320,12.000000,-0.445476,-0.164990,-0.011368,-158.683685,-19.881271,293.000000,1.560000,16.208920,1.393198,58.745506,0.019341,26.736397,0.000000,136.509995,-1.680739,42.066408688049,-84.237936123292,293.56
17.770,0.899,-6.837362,-47.608608,3.004857,1.437328,-2.018049,3.000000,131.833908,13.254499,7051.319824,1.484000,2.911600,29.656000,969.000000,784.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.057680,0.042000,138.839996,134.080002,132.759995,138.160004,13.200000,87.979996,186.979996,68.000000,68.000000,26.082678,12.000000,-0.457521,-0.169324,-0.009878,-158.757019,-20.479898,293.000000,1.559200,16.197344,1.393198,58.663006,0.019330,26.733099,0.000000,136.460007,-1.564324,42.066407880043,-84.237937065561,293.56
17.780,0.899,-5.128388,-47.364468,2.865134,1.394882,-1.867243,3.000000,131.833908,13.254555,7041.720215,1.464000,2.913600,29.476000,969.000000,784.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.054780,0.042000,138.639999,134.179993,132.460007,138.360001,13.200000,87.979996,186.979996,68.000000,68.000000,26.064037,12.000000,-0.469375,-0.173849,-0.008160,-158.831512,-21.071190,293.000000,1.558200,16.185766,1.393198,58.554256,0.019321,26.729803,0.000000,136.410004,-1.401404,42.066407072038,-84.237938007830,293.56
17.790,0.900,-5.616666,-51.758976,2.813740,1.399581,-1.939623,3.000000,131.833908,13.254609,7032.120117,1.444000,2.915600,29.296000,969.000000,785.119995,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.051880,0.042000,138.440002,134.279999,132.160004,138.559998,13.200000,87.979996,186.979996,68.000000,68.000000,26.045397,12.000000,-0.481229,-0.178374,-0.006441,-158.905991,-21.662483,293.000000,1.557200,16.174191,1.393198,58.445507,0.019312,26.726505,0.000000,136.360001,-1.238485,42.066406264032,-84.237938950099,293.56
17.800,0.900,0.975092,-46.021702,2.907909,1.403989,-2.146767,3.000000,131.833908,13.254664,7022.520020,1.424000,2.917600,29.115999,969.000000,785.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.048980,0.042000,138.240005,134.380005,131.860001,138.759995,13.200000,87.979996,186.979996,68.000000,68.000000,26.026754,12.000000,-0.493084,-0.182899,-0.004722,-158.980484,-22.253777,293.000000,1.556200,16.162615,1.393198,58.336758,0.019303,26.723209,0.000000,136.309998,-1.075566,42.066405452377,-84.237939877738,293.56
17.810,0.901,5.125458,-42.847893,3.046384,1.350910,-2.282364,3.000000,131.833908,13.254719,7012.919922,1.404000,2.919600,28.935999,969.000000,785.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.046080,0.042000,138.039993,134.479996,131.559998,138.960007,13.200000,87.979996,186.979996,68.000000,68.000000,26.008114,12.000000,-0.504938,-0.187424,-0.003003,-159.054962,-22.845068,293.000000,1.555200,16.151039,1.393198,58.228008,0.019294,26.719913,0.000000,136.259995,-0.912647,42.066404607883,-84.237940673707,293.56
17.820,0.901,0.364744,-50.294140,3.039089,1.300169,-2.211279,3.000000,131.833908,13.254774,7019.799805,1.400000,2.918400,28.916000,969.000000,784.880005,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.043180,0.042000,137.839996,134.580002,131.259995,139.160004,13.200000,87.979996,186.979996,68.000000,68.000000,25.989473,12.000000,-0.516792,-0.191949,-0.001284,-159.129456,-23.436359,293.000000,1.554200,16.139463,1.393198,58.119255,0.019285,26.716616,0.000000,136.210007,-0.749727,42.066403763388,-84.237941469676,293.56
17.830,0.901,1.463370,-50.294140,2.895618,1.334865,-2.072727,3.000000,131.833908,13.254829,7030.799805,1.400000,2.916400,28.935999,969.000000,783.479980,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.040280,0.042000,137.639999,134.679993,130.960007,139.360001,13.200000,87.979996,186.979996,68.000000,68.000000,25.970833,12.000000,-0.528646,-0.196474,0.000435,-159.203934,-24.027653,293.000000,1.553200,16.127886,1.393198,58.010506,0.019276,26.713320,0.000000,136.160004,-0.586808,42.066402918894,-84.237942265645,293.56
17.840,0.902,0.608883,-51.270699,2.839162,1.417329,-2.137517,3.000000,131.833908,13.254884,7041.799805,1.400000,2.914400,28.955999,969.000000,782.080017,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.037380,0.042000,137.440002,134.779999,130.660004,139.559998,13.200000,87.979996,186.979996,68.000000,68.000000,25.952190,12.000000,-0.540500,-0.200999,0.002154,-159.278427,-24.618946,293.000000,1.552200,16.116310,1.393198,57.901756,0.019267,26.710022,0.000000,136.110001,-0.423889,42.066402074399,-84.237943061614,293.56
17.850,0.902,-5.616666,-54.566574,2.908060,1.451923,-2.277392,3.000000,131.833908,13.254939,7052.799805,1.400000,2.912400,28.976000,969.000000,780.679993,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.034480,0.042000,137.240005,134.880005,130.360001,139.759995,13.200000,87.979996,186.979996,68.000000,68.000000,25.933550,12.000000,-0.552355,-0.205524,0.003873,-159.352905,-25.210238,293.000000,1.551200,16.104734,1.393198,57.793007,0.019258,26.706726,0.000000,136.059998,-0.260970,42.066401229905,-84.237943857582,293.56
17.860,0.902,-4.151831,-49.439651,2.876502,1.419677,-2.239333,3.000000,131.833908,13.254993,7063.799805,1.400000,2.910400,28.996000,969.000000,779.280029,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.031580,0.042000,137.039993,134.979996,130.059998,139.960007,13.200000,87.979996,186.979996,68.000000,68.000000,25.914909,12.000000,-0.564209,-0.210049,0.005591,-159.427399,-25.801529,293.000000,1.550200,16.093159,1.393198,57.684258,0.019249,26.703430,0.000000,136.009995,-0.098051,42.066400385411,-84.237944653551,293.56
17.870,0.903,-0.001465,-44.556870,2.691464,1.378060,-2.165647,3.000000,131.833908,13.255093,7067.759766,1.400000,2.910000,29.016001,969.000000,779.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.033400,0.042000,137.080002,134.839996,130.320007,139.839996,13.200000,87.979996,186.979996,68.000000,68.000000,25.871412,12.000000,-0.574788,-0.214778,0.006852,-159.503708,-26.367153,293.000000,1.550000,16.066147,1.393198,57.752506,0.019241,26.718594,0.000000,135.960007,0.123957,42.066399540916,-84.237945449520,293.56
17.880,0.903,-1.100091,-46.632050,2.623592,1.372667,-2.229094,3.000000,131.833908,13.255202,7069.959961,1.400000,2.910000,29.035999,969.000000,779.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.036400,0.042000,137.179993,134.639999,130.720001,139.639999,13.200000,87.979996,186.979996,68.000000,68.000000,25.821703,12.000000,-0.585049,-0.219557,0.007998,-159.580490,-26.926361,293.000000,1.550000,16.035278,1.393198,57.865005,0.019233,26.738375,0.000000,135.910004,0.360736,42.066398696422,-84.237946245489,293.56
17.890,0.904,4.759250,-43.458241,2.791016,1.362860,-2.300343,3.000000,131.833908,13.255313,7072.160156,1.400000,2.910000,29.056000,969.000000,780.119995,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.039400,0.042000,137.279999,134.440002,131.119995,139.440002,13.200000,87.979996,186.979996,68.000000,68.000000,25.771994,12.000000,-0.595310,-0.224337,0.009144,-159.657257,-27.485567,293.000000,1.550000,16.004408,1.393198,57.977505,0.019226,26.758154,0.000000,135.860001,0.597515,42.066397851927,-84.237947041458,293.56
17.900,0.904,7.322711,-45.899632,2.936353,1.280464,-2.211661,3.000000,131.833908,13.255423,7074.359863,1.400000,2.910000,29.076000,969.000000,780.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.042400,0.042000,137.380005,134.240005,131.520004,139.240005,13.200000,87.979996,186.979996,68.000000,68.000000,25.722284,12.000000,-0.605571,-0.229117,0.010290,-159.734039,-28.044775,293.000000,1.550000,15.973538,1.393198,58.090008,0.019218,26.777933,0.000000,135.809998,0.834295,42.066397007433,-84.237947837427,293.57
17.910,0.904,0.730953,-50.660347,2.885175,1.178204,-2.020562,3.000000,131.833908,13.255532,7076.560059,1.400000,2.910000,29.096001,969.000000,780.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.045400,0.042000,137.479996,134.039993,131.919998,139.039993,13.200000,87.979996,186.979996,68.000000,68.000000,25.672573,12.000000,-0.615832,-0.233897,0.011436,-159.810806,-28.603981,293.000000,1.550000,15.942668,1.393198,58.202507,0.019211,26.797712,0.000000,135.759995,1.071074,42.066396162939,-84.237948633396,293.57
